Sale Date,Client Name,Address,City,State,Zip,Email,Sales Amount,Product Type,Status,Lead Source,Sales Person,Commission Pct.,Notes,Commission Amount,Sale Month
11/30/24,Ardys Aron,206 Rieder Trail,Des Moines,IA,50335,aaron4u@qq.com,"$5,154",38lb bond,Delivered,Inbound Call,Stanley Hudson,10.00%,,$515.40,Nov 2024
11/30/24,Lorna Reisenberg,8 Stone Corner Hill,Troy,MI,48098,lreisenbergeb@123-reg.co.uk,"$5,892",HQ 28lb bond,Delivered,Cold Call,Pam Halpert,10.00%,,$589.20,Nov 2024
11/30/24,Opaline MacGarrity,1 Grim Parkway,Stockton,CA,95298,omacgarrityii@discuz.net,"$2,297",HQ 28lb bond,Delivered,Cold Call,Phyllis Vance,10.00%,,$229.70,Nov 2024
11/30/24,Illa Legate,03116 Farwell Center,Kalamazoo,MI,49048,ilegateor@google.ru,"$8,377",HQ 28lb bond,Delivered,Ryan's Website,Pam Halpert,10.00%,,$837.70,Nov 2024
12/2/24,Bibbie Sally,8 Jackson Parkway,Springfield,IL,62723,bsallyqn@amazonaws.com,"$7,633",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$763.30,Dec 2024
12/3/24,Natka Brandrick,897 Eagle Crest Trail,Saint Cloud,MN,56398,nbrandrick51@miibeian.gov.cn,"$1,932",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$193.20,Dec 2024
12/3/24,Skipper Fills,27 Lakewood Court,Fairbanks,AK,99790,sfillsln@yandex.ru,"$7,983",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$798.30,Dec 2024
12/4/24,Aigneis Cheine,459 Spaight Lane,San Luis Obispo,CA,93407,acheinel@who.int,"$2,913",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$291.30,Dec 2024
12/4/24,Elmore Kirkbride,7372 Fair Oaks Way,Cincinnati,OH,45254,ekirkbridex@webnode.com,"$7,694",20lb letter stock,Delivered,Yellow Pages,Phyllis Vance,10.00%,,$769.40,Dec 2024
12/4/24,Baily Simmers,499 Lillian Road,Minneapolis,MN,55480,bsimmers6l@dell.com,"$6,716",20lb letter stock,Delivered,Client Referral,Karen Filippelli,10.00%,,$671.60,Dec 2024
12/5/24,Ina Glasspool,9568 Moose Lane,Lexington,KY,40515,iglasspoolco@cnet.com,"$7,175",38lb bond,Delivered,Ryan's Website,Danny Cordray,10.00%,,$717.50,Dec 2024
12/5/24,Trina Josiah,7 Fulton Terrace,Baltimore,MD,21229,tjosiahfq@com.com,"$7,521",20lb letter stock,Delivered,Purchased Leads,Jim Halpert,10.00%,,$752.10,Dec 2024
12/5/24,Rosana Sutty,1096 Cardinal Avenue,Washington,DC,20520,rsuttygm@google.com.br,"$5,076",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$507.60,Dec 2024
12/5/24,Eddy Astall,5693 Springview Terrace,Macon,GA,31217,eastalli8@nymag.com,"$4,409",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$440.90,Dec 2024
12/6/24,Steffie Blaisdale,5945 Lighthouse Bay Hill,Vero Beach,FL,32969,sblaisdale92@elegantthemes.com,"$1,789",20lb letter stock,Delivered,Inbound Call,Andy Bernard,10.00%,,$178.90,Dec 2024
12/6/24,Garnette Yushkov,54467 Pankratz Junction,Flushing,NY,11355,gyushkovbm@latimes.com,"$9,223",38lb bond,Delivered,Client Referral,Stanley Hudson,10.00%,,$922.30,Dec 2024
12/8/24,Augy Demougeot,47 Lakewood Gardens Point,Rochester,NY,14619,ademougeotv@seattletimes.com,"$1,767",Airstream Deluze A4,Delivered,Client Referral,Karen Filippelli,10.00%,,$176.70,Dec 2024
12/8/24,Horatius Rawood,4276 Dottie Center,Columbus,OH,43240,hrawood2t@arizona.edu,"$9,953",Ultra-White Cardstock,Delivered,Client Referral,Stanley Hudson,10.00%,,$995.30,Dec 2024
12/8/24,Dominga Crichley,2641 Clyde Gallagher Terrace,Chandler,AZ,85246,dcrichleyf4@constantcontact.com,"$6,754",HQ 28lb bond,Delivered,Client Referral,Andy Bernard,10.00%,,$675.40,Dec 2024
12/9/24,Lucas Duffill,2321 Porter Circle,Carlsbad,CA,92013,lduffill3w@tinyurl.com,"$9,028",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$902.80,Dec 2024
12/9/24,Alic Cobb,836 Larry Parkway,Washington,DC,20525,acobbaz@flavors.me,"$7,913",Airstream Deluze A4,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$791.30,Dec 2024
12/9/24,Tomaso Foli,16774 Westport Center,Spokane,WA,99205,tfoligd@mail.ru,"$9,631",Sticky Quips,Delivered,Cold Call,Andy Bernard,10.00%,,$963.10,Dec 2024
12/9/24,Nadine Bullant,5 Coleman Court,Orlando,FL,32868,nbullanthu@google.co.uk,"$6,287",65lb cover stock,Delivered,Cold Call,Danny Cordray,10.00%,,$628.70,Dec 2024
12/9/24,Sondra Dzeniskevich,9 Hudson Junction,Columbia,SC,29220,sdzeniskevichlu@webnode.com,"$5,364",Ultra-White Cardstock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$536.40,Dec 2024
12/10/24,Xenos Cornes,593 Orin Avenue,Orange,CA,92867,xcornesn5@mayoclinic.com,"$2,686",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$268.60,Dec 2024
12/11/24,Holli Polini,8139 John Wall Parkway,Louisville,KY,40205,hpolini7g@state.gov,"$3,513",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$351.30,Dec 2024
12/11/24,Nydia Cloutt,682 Marquette Center,New Orleans,LA,70124,nclouttez@illinois.edu,"$9,057",65lb cover stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$905.70,Dec 2024
12/11/24,Jens Garmanson,81778 Loeprich Lane,Madison,WI,53716,jgarmansonih@printfriendly.com,"$6,801",65lb cover stock,Delivered,Cold Call,Danny Cordray,10.00%,,$680.10,Dec 2024
12/11/24,Georgeta Ferrieri,1534 Birchwood Pass,Madison,WI,53705,gferrierim9@disqus.com,"$5,399",38lb bond,Delivered,Client Referral,Stanley Hudson,10.00%,,$539.90,Dec 2024
12/12/24,Solly Alves,36547 Golden Leaf Street,Fargo,ND,58122,salves11@zimbio.com,"$6,888",HQ 28lb bond,Delivered,Client Referral,Andy Bernard,10.00%,,$688.80,Dec 2024
12/12/24,Wheeler Rustidge,8348 West Road,Beaumont,TX,77705,wrustidge6u@oakley.com,"$4,374",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$437.40,Dec 2024
12/12/24,Marleah Peperell,06 Tennyson Court,San Antonio,TX,78265,mpeperellof@istockphoto.com,"$1,462",Airstream Deluze A4,Delivered,Client Referral,Danny Cordray,10.00%,,$146.20,Dec 2024
12/13/24,Batholomew Peeke,11550 Hauk Drive,San Antonio,TX,78210,bpeeke1f@shinystat.com,"$3,990",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$399.00,Dec 2024
12/13/24,Clarinda Luckwell,5 Anzinger Trail,Las Vegas,NV,89150,cluckwell87@indiatimes.com,"$2,489",Premium Copy Paper,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$248.90,Dec 2024
12/13/24,Lemuel Meneo,84 Hoard Court,Atlanta,GA,30392,lmeneopk@squidoo.com,"$7,695",Sticky Quips,Delivered,Client Referral,Pam Halpert,10.00%,,$769.50,Dec 2024
12/14/24,Munmro Kas,0038 Nobel Center,Norfolk,VA,23520,mkasbo@diigo.com,"$9,536",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$953.60,Dec 2024
12/14/24,Laird Antonovic,52716 Susan Drive,Paterson,NJ,7505,lantonovicdq@psu.edu,"$2,899",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$289.90,Dec 2024
12/14/24,Evvy Piercey,27620 Rockefeller Road,Louisville,KY,40287,epierceylg@networkadvertising.org,"$1,569",38lb bond,Delivered,Yellow Pages,Jim Halpert,10.00%,,$156.90,Dec 2024
12/14/24,Sven Cometti,55 Stephen Parkway,Saint Paul,MN,55127,scomettira@theglobeandmail.com,"$4,581",HQ 28lb bond,Delivered,Inbound Call,Karen Filippelli,10.00%,,$458.10,Dec 2024
12/15/24,Humfried Blasgen,5 Annamark Court,Midland,MI,48670,hblasgen26@friendfeed.com,"$8,417",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$841.70,Dec 2024
12/15/24,Noni Pre,4520 Paget Terrace,Crawfordsville,IN,47937,npre45@skyrock.com,"$2,236",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$223.60,Dec 2024
12/16/24,Paxton Cayley,4224 Commercial Terrace,Dulles,VA,20189,pcayley8y@acquirethisname.com,"$2,070",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$207.00,Dec 2024
12/16/24,Reiko Rizzi,52372 Fairview Road,High Point,NC,27264,rrizziey@baidu.com,"$6,988",Premium Copy Paper,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$698.80,Dec 2024
12/17/24,Hanan Igoe,5466 Chive Terrace,Oklahoma City,OK,73119,higoee8@feedburner.com,"$7,247",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$724.70,Dec 2024
12/17/24,Callean Dawid,623 Tony Way,San Francisco,CA,94116,cdawidgy@bbc.co.uk,"$6,722",HQ 28lb bond,Delivered,Inbound Call,Phyllis Vance,10.00%,,$672.20,Dec 2024
12/18/24,Nikita Powton,568 Troy Trail,Buffalo,NY,14225,npowton8s@ameblo.jp,"$4,961",20lb letter stock,Delivered,Inbound Call,Pam Halpert,10.00%,,$496.10,Dec 2024
12/18/24,Kahaleel Dionis,06249 Lakewood Gardens Way,San Mateo,CA,94405,kdionisdy@rakuten.co.jp,"$1,173",Ultra-White Cardstock,Delivered,Purchased Leads,Andy Bernard,10.00%,,$117.30,Dec 2024
12/18/24,Odella Verissimo,85 Arkansas Avenue,Norman,OK,73071,overissimoka@lycos.com,"$1,790",HQ 28lb bond,Delivered,Client Referral,Phyllis Vance,10.00%,,$179.00,Dec 2024
12/18/24,Amy O' Flaherty,12554 Dayton Plaza,Tyler,TX,75705,aopc@usgs.gov,"$5,813",HQ 28lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$581.30,Dec 2024
12/19/24,Peterus Caulcott,17 Sauthoff Parkway,Honolulu,HI,96805,pcaulcottm@reddit.com,"$8,625",Ultra-White Cardstock,Delivered,Cold Call,Jim Halpert,10.00%,,$862.50,Dec 2024
12/19/24,Cordey Dowda,92575 Scott Crossing,Syracuse,NY,13205,cdowda5m@dot.gov,"$6,120",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$612.00,Dec 2024
12/19/24,Denna Kilbourn,57 Golf Course Parkway,Evansville,IN,47719,dkilbournip@google.com,"$9,391",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$939.10,Dec 2024
12/19/24,Fan Ellicott,7 Pine View Lane,Lancaster,PA,17605,fellicottqi@nps.gov,"$8,473",Premium Copy Paper,Delivered,Cold Call,Danny Cordray,10.00%,,$847.30,Dec 2024
12/20/24,Janela Dalgarno,61610 Emmet Avenue,Tampa,FL,33686,jdalgarnofp@edublogs.org,"$9,467",65lb cover stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$946.70,Dec 2024
12/21/24,Drud Ertel,5997 Dryden Crossing,Houston,TX,77276,dertel4r@cpanel.net,"$8,580",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$858.00,Dec 2024
12/21/24,Pier Tuther,154 Main Street,Long Beach,CA,90805,ptutherax@ask.com,"$8,801",Ultra-White Cardstock,Delivered,Client Referral,Stanley Hudson,10.00%,,$880.10,Dec 2024
12/21/24,Dodi MacDearmaid,6419 Bartelt Crossing,Albany,NY,12237,dmacdearmaidfj@cbslocal.com,"$4,869",Airstream Deluze A4,Delivered,Cold Call,Pam Halpert,10.00%,,$486.90,Dec 2024
12/21/24,Bamby Alliker,15 Kipling Drive,Aurora,CO,80045,ballikerot@nih.gov,"$1,060",HQ 28lb bond,Delivered,Client Referral,Phyllis Vance,10.00%,,$106.00,Dec 2024
12/22/24,Karole Dadds,8 Jay Alley,Louisville,KY,40215,kdadds8h@opera.com,"$2,521",20lb letter stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$252.10,Dec 2024
12/22/24,Augustine Boneham,9055 Grover Junction,Charleston,SC,29403,abonehami6@yellowbook.com,"$9,006",20lb letter stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$900.60,Dec 2024
12/24/24,Francesco Lovick,02 Schiller Way,San Jose,CA,95173,flovick9i@blinklist.com,"$2,531",Ultra-White Cardstock,Delivered,Yellow Pages,Andy Bernard,10.00%,,$253.10,Dec 2024
12/24/24,Frances Colby,860 Knutson Avenue,Hartford,CT,6145,fcolbyar@storify.com,"$6,317",Premium Copy Paper,Delivered,Client Referral,Phyllis Vance,10.00%,,$631.70,Dec 2024
12/25/24,Cortie Fritche,76 Loomis Junction,Jackson,TN,38308,cfritcheo@japanpost.jp,"$7,355",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$735.50,Dec 2024
12/25/24,Kira Clark,414 Hanson Avenue,Houston,TX,77255,kclark2j@e-recht24.de,"$7,253",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$725.30,Dec 2024
12/25/24,Etienne Howse,5 Towne Place,Mobile,AL,36610,ehowse5b@bbc.co.uk,"$4,834",38lb bond,Delivered,Inbound Call,Stanley Hudson,10.00%,,$483.40,Dec 2024
12/25/24,Vlad Stegers,48173 Lien Plaza,New Brunswick,NJ,8922,vstegers8f@sbwire.com,"$6,695",Sticky Quips,Delivered,Cold Call,Dwight Schrute,10.00%,,$669.50,Dec 2024
12/25/24,Tatiana Astlatt,52192 Banding Circle,Lafayette,LA,70505,tastlatteh@exblog.jp,"$8,628",Airstream Deluze A4,Delivered,Cold Call,Pam Halpert,10.00%,,$862.80,Dec 2024
12/25/24,Warner Koubek,53846 4th Circle,Washington,DC,20414,wkoubekf0@trellian.com,"$6,001",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$600.10,Dec 2024
12/25/24,Antonella Nockolds,68 Lotheville Circle,Atlanta,GA,30351,anockoldslq@nhs.uk,"$9,028",Sticky Quips,Delivered,Cold Call,Jim Halpert,10.00%,,$902.80,Dec 2024
12/26/24,Robbert Mackleden,2214 Center Road,El Paso,TX,88584,rmackleden5d@opensource.org,"$3,328",65lb cover stock,Delivered,Cold Call,Danny Cordray,10.00%,,$332.80,Dec 2024
12/26/24,Carita Ravillas,1965 Delaware Place,Pittsburgh,PA,15250,cravillasgf@theguardian.com,"$4,031",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$403.10,Dec 2024
12/27/24,Benito Gribben,31 Florence Place,Springfield,IL,62756,bgribben4j@imgur.com,"$5,948",65lb cover stock,Delivered,Yellow Pages,Danny Cordray,10.00%,,$594.80,Dec 2024
12/27/24,Cass Lawrenz,5 Tomscot Pass,Beaufort,SC,29905,clawrenzg1@elegantthemes.com,"$8,571",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$857.10,Dec 2024
12/27/24,Murray Colmer,444 Division Park,Richmond,CA,94807,mcolmerl0@merriam-webster.com,"$6,819",65lb cover stock,Delivered,Inbound Call,Danny Cordray,10.00%,,$681.90,Dec 2024
12/28/24,Thom MacElroy,4498 Darwin Park,Chicago,IL,60641,tmacelroy3f@businessweek.com,"$4,450",Airstream Deluze A4,Delivered,Inbound Call,Phyllis Vance,10.00%,,$445.00,Dec 2024
12/28/24,Sephira Olden,78 Havey Avenue,Detroit,MI,48206,soldenil@sakura.ne.jp,"$7,596",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$759.60,Dec 2024
12/29/24,Morgen Twitty,5971 Caliangt Center,Austin,TX,78789,mtwitty3o@wisc.edu,"$1,355",HQ 28lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$135.50,Dec 2024
12/29/24,Britteny Peaddie,5403 Del Sol Park,Atlanta,GA,30328,bpeaddieb8@yale.edu,"$7,219",65lb cover stock,Delivered,Client Referral,Phyllis Vance,10.00%,,$721.90,Dec 2024
12/29/24,Weylin Menguy,61928 Tony Street,Tampa,FL,33610,wmenguyei@usatoday.com,"$7,054",Sticky Quips,Delivered,Cold Call,Pam Halpert,10.00%,,$705.40,Dec 2024
12/29/24,Mariann Korfmann,3057 Surrey Street,Houston,TX,77040,mkorfmannja@hp.com,"$3,129",Ultra-White Cardstock,Delivered,Cold Call,Danny Cordray,10.00%,,$312.90,Dec 2024
12/29/24,Hanson Ingham,3 Stang Plaza,Los Angeles,CA,90065,hinghamjd@sbwire.com,"$2,262",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$226.20,Dec 2024
12/29/24,Tiertza Bubear,90 Westport Street,Pittsburgh,PA,15205,tbubearkw@mac.com,"$2,573",Airstream Deluze A4,Delivered,Inbound Call,Andy Bernard,10.00%,,$257.30,Dec 2024
12/30/24,Clem Hansberry,38831 Independence Plaza,Harrisburg,PA,17140,chansberry89@live.com,"$1,997",38lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$199.70,Dec 2024
12/30/24,Cathie Cave,01 Charing Cross Center,Omaha,NE,68110,ccavejb@flavors.me,"$8,212",38lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$821.20,Dec 2024
12/31/24,Helene Creavan,5350 Logan Point,Manchester,NH,3105,hcreavan22@gnu.org,"$8,569",65lb cover stock,Delivered,Client Referral,Phyllis Vance,10.00%,,$856.90,Dec 2024
12/31/24,Fritz Frotton,2872 Schmedeman Way,Akron,OH,44393,ffrottonnj@yahoo.com,"$9,722",20lb letter stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$972.20,Dec 2024
1/1/25,Kelli Rayburn,4931 Reinke Road,Monroe,LA,71208,krayburn1u@gnu.org,"$3,933",Airstream Deluze A4,Delivered,Cold Call,Phyllis Vance,10.00%,,$393.30,Jan 2025
1/1/25,Weston Viscovi,93171 Stoughton Center,Oakland,CA,94611,wviscovipy@globo.com,"$1,921",Sticky Quips,Delivered,Client Referral,Dwight Schrute,10.00%,,$192.10,Jan 2025
1/3/25,Melisa Jiggen,5864 Evergreen Hill,Baton Rouge,LA,70836,mjiggen1z@wiley.com,"$8,980",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$898.00,Jan 2025
1/3/25,Rochester Kausche,36641 Northfield Trail,Miami,FL,33124,rkausche97@gmpg.org,"$7,964",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$796.40,Jan 2025
1/3/25,Binny Liebrecht,2 Vernon Alley,Anaheim,CA,92825,bliebrechter@tinypic.com,"$1,998",65lb cover stock,Delivered,Ryan's Website,Jim Halpert,10.00%,,$199.80,Jan 2025
1/3/25,Bobbye Grubbe,494 Ohio Place,Norwalk,CT,6854,bgrubbef9@fastcompany.com,"$3,078",20lb letter stock,Delivered,Client Referral,Pam Halpert,10.00%,,$307.80,Jan 2025
1/3/25,Jonie Stienton,77 Jenifer Point,Toledo,OH,43610,jstientonqg@irs.gov,"$4,903",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$490.30,Jan 2025
1/4/25,Nisse Rubel,36150 Katie Hill,Buffalo,NY,14269,nrubel70@opensource.org,"$2,787",65lb cover stock,Delivered,Yellow Pages,Danny Cordray,10.00%,,$278.70,Jan 2025
1/4/25,Mordy Allerton,52 Eggendart Point,Charlottesville,VA,22903,mallertone3@free.fr,"$6,963",20lb letter stock,Delivered,Purchased Leads,Danny Cordray,10.00%,,$696.30,Jan 2025
1/4/25,Lorrie Derwin,9200 Dapin Way,Bridgeport,CT,6673,lderwinmp@guardian.co.uk,"$3,294",65lb cover stock,Delivered,Ryan's Website,Phyllis Vance,10.00%,,$329.40,Jan 2025
1/5/25,Tori Escalero,6694 Burning Wood Way,Reading,PA,19610,tescaleroy@geocities.jp,"$4,602",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$460.20,Jan 2025
1/5/25,Elwood Lyne,10 Almo Terrace,Dayton,OH,45408,elyne6a@scribd.com,"$1,343",20lb letter stock,Delivered,Cold Call,Karen Filippelli,10.00%,,$134.30,Jan 2025
1/5/25,Bonita Filipczynski,910 Russell Terrace,Toledo,OH,43615,bfilipczynskihq@comcast.net,"$5,394",Airstream Deluze A4,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$539.40,Jan 2025
1/5/25,Lanette Folk,9 Roxbury Center,Idaho Falls,ID,83405,lfolkr9@w3.org,"$9,901",20lb letter stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$990.10,Jan 2025
1/6/25,Lev Hards,5 Schmedeman Trail,Omaha,NE,68105,lhards66@businessweek.com,"$5,494",Sticky Quips,Delivered,Client Referral,Phyllis Vance,10.00%,,$549.40,Jan 2025
1/6/25,Hanan Hake,2 Lerdahl Road,Raleigh,NC,27605,hhake73@1688.com,"$6,176",20lb letter stock,Delivered,Cold Call,Jim Halpert,10.00%,,$617.60,Jan 2025
1/6/25,Lloyd Archibould,05056 Bluestem Avenue,Dallas,TX,75246,larchibouldg2@webmd.com,"$9,271",38lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$927.10,Jan 2025
1/6/25,Mayor Ludford,1086 Golden Leaf Point,Washington,DC,20525,mludfordnn@rakuten.co.jp,"$3,940",38lb bond,Delivered,Inbound Call,Pam Halpert,10.00%,,$394.00,Jan 2025
1/6/25,Bellina Steutly,82 Gina Road,Peoria,IL,61614,bsteutlyok@odnoklassniki.ru,"$9,500",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$950.00,Jan 2025
1/7/25,Wilone Valdes,085 Trailsway Terrace,Erie,PA,16505,wvaldesal@wordpress.org,"$2,540",Ultra-White Cardstock,Delivered,Yellow Pages,Karen Filippelli,10.00%,,$254.00,Jan 2025
1/7/25,Alwin Kewzick,3789 2nd Avenue,Sparks,NV,89436,akewzickan@goo.gl,"$8,288",Premium Copy Paper,Delivered,Cold Call,Phyllis Vance,10.00%,,$828.80,Jan 2025
1/7/25,Cristina Gery,35 Brentwood Center,Syracuse,NY,13205,cgeryd6@state.gov,"$4,309",HQ 28lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$430.90,Jan 2025
1/7/25,Nate Allflatt,10 Artisan Drive,Trenton,NJ,8650,nallflattdf@stumbleupon.com,"$5,182",Airstream Deluze A4,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$518.20,Jan 2025
1/8/25,Dodie Belfelt,35 Luster Junction,Charlotte,NC,28272,dbelfeltp5@free.fr,"$8,712",20lb letter stock,Delivered,Client Referral,Karen Filippelli,10.00%,,$871.20,Jan 2025
1/9/25,Alisun Deares,0166 Carberry Drive,Irvine,CA,92619,adearesc7@nhs.uk,"$4,520",38lb bond,Delivered,Client Referral,Karen Filippelli,10.00%,,$452.00,Jan 2025
1/9/25,Ewart Anthes,259 South Alley,Louisville,KY,40250,eanthesjt@google.nl,"$4,666",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$466.60,Jan 2025
1/10/25,Mano Sey,76 Farwell Terrace,Jacksonville,FL,32255,mseydz@networksolutions.com,"$3,577",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$357.70,Jan 2025
1/10/25,Sylvester Geillier,923 Maple Way,Muncie,IN,47306,sgeillierlh@mysql.com,"$2,613",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$261.30,Jan 2025
1/11/25,Adler Boost,0 Amoth Street,New Orleans,LA,70160,aboost7v@whitehouse.gov,"$6,836",Airstream Deluze A4,Delivered,Purchased Leads,Stanley Hudson,10.00%,,$683.60,Jan 2025
1/11/25,Riannon Tregidga,9 Waxwing Road,Schenectady,NY,12305,rtregidgak1@economist.com,"$5,873",38lb bond,Delivered,Purchased Leads,Jim Halpert,10.00%,,$587.30,Jan 2025
1/11/25,Phillis Cello,0894 East Place,Herndon,VA,22070,pcellomf@1688.com,"$8,793",Ultra-White Cardstock,Delivered,Cold Call,Jim Halpert,10.00%,,$879.30,Jan 2025
1/12/25,Del Ingleson,04040 Judy Point,Dallas,TX,75236,dingleson2v@parallels.com,"$4,419",Premium Copy Paper,Delivered,Cold Call,Pam Halpert,10.00%,,$441.90,Jan 2025
1/12/25,Lyndsay Overton,88193 Sachtjen Alley,Philadelphia,PA,19104,lovertond1@posterous.com,"$1,198",38lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$119.80,Jan 2025
1/13/25,Marga Batte,0 Mariners Cove Terrace,New Orleans,LA,70174,mbattes@archive.org,"$5,703",Premium Copy Paper,Delivered,Inbound Call,Dwight Schrute,10.00%,,$570.30,Jan 2025
1/13/25,Wheeler Volage,056 Gale Point,Milwaukee,WI,53285,wvolage90@newsvine.com,"$4,938",20lb letter stock,Delivered,Purchased Leads,Andy Bernard,10.00%,,$493.80,Jan 2025
1/13/25,Emelita Cluely,5571 Sage Point,Columbus,OH,43240,ecluelyaa@photobucket.com,"$6,762",65lb cover stock,Delivered,Purchased Leads,Karen Filippelli,10.00%,,$676.20,Jan 2025
1/13/25,Sherwynd Orgill,2676 Nelson Place,White Plains,NY,10633,sorgillaw@yahoo.com,"$8,207",65lb cover stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$820.70,Jan 2025
1/14/25,Korrie Keyhoe,02 Katie Pass,Lansing,MI,48912,kkeyhoe2s@youku.com,"$2,452",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$245.20,Jan 2025
1/15/25,Kaleb Banker,1250 Hallows Hill,Madison,WI,53779,kbankerbr@pinterest.com,"$4,110",20lb letter stock,Delivered,Cold Call,Karen Filippelli,10.00%,,$411.00,Jan 2025
1/16/25,Jeniece Dullard,7 Drewry Street,Birmingham,AL,35285,jdullard4v@shop-pro.jp,"$2,044",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$204.40,Jan 2025
1/16/25,Gerhard Pheasant,9446 Eagan Alley,Wichita,KS,67220,gpheasant65@apache.org,"$5,024",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$502.40,Jan 2025
1/16/25,Bobinette Fines,564 Maywood Crossing,Columbus,OH,43220,bfines7l@vinaora.com,"$8,330",HQ 28lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$833.00,Jan 2025
1/16/25,Rozelle McIlhatton,63 Holmberg Trail,Panama City,FL,32412,rmcilhattonjg@tumblr.com,"$1,077",38lb bond,Delivered,Inbound Call,Jim Halpert,10.00%,,$107.70,Jan 2025
1/17/25,Winni Hastin,416 Mockingbird Hill,Erie,PA,16565,whastin2g@ning.com,"$5,402",20lb letter stock,Delivered,Client Referral,Phyllis Vance,10.00%,,$540.20,Jan 2025
1/17/25,Virgie Peyntue,87860 Lillian Parkway,Knoxville,TN,37914,vpeyntue3z@amazon.co.uk,"$9,036",20lb letter stock,Delivered,Yellow Pages,Jim Halpert,10.00%,,$903.60,Jan 2025
1/17/25,Den Trott,53 Spaight Park,Fairbanks,AK,99709,dtrott5g@wunderground.com,"$7,693",20lb letter stock,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$769.30,Jan 2025
1/17/25,Alford Ackland,45748 Butterfield Way,Amarillo,TX,79118,aacklandao@mac.com,"$9,168",Airstream Deluze A4,Delivered,Client Referral,Dwight Schrute,10.00%,,$916.80,Jan 2025
